ClientId Domain,Client Id,Status,GiasId,GiasId Type,Client Id Encrypted
"3PCustomerSales","280460512893201","SUCCESSFUL","31230329537195000195550100001158581210881772","NFE_ACCESS_CODE",
"3PCustomerSales","280436552279201","SUCCESSFUL","35230367508572000157550030000015151377705684","NFE_ACCESS_CODE",
"3PCustomerSales","280100383383201","SUCCESSFUL","52230339677746000170550020000335261386613256","NFE_ACCESS_CODE",
"3PCustomerSales","280406954113201","SUCCESSFUL","31230329537195000195550100001157761969379564","NFE_ACCESS_CODE",
"3PCustomerSales","280424689456201","SUCCESSFUL","31230329537195000195550100001158041472916254","NFE_ACCESS_CODE",
"3PCustomerSales","280425085637201","SUCCESSFUL","35230332649860000147550030003000161357455163","NFE_ACCESS_CODE",
"3PCustomerSales","280336107248201","SUCCESSFUL","35230316543288000180550010000266231343891243","NFE_ACCESS_CODE",
"3PCustomerSales","280118445622201","SUCCESSFUL","52230339677746000170550020000334781379330237","NFE_ACCESS_CODE",
"3PCustomerSales","280114686711201","SUCCESSFUL","52230339677746000170550020000335271386615647","NFE_ACCESS_CODE",
"3PCustomerSales","280441150368201","SUCCESSFUL","52230343273803000122550010000012711375897435","NFE_ACCESS_CODE",
"3PCustomerSales","280355784048201","SUCCESSFUL","31230329537195000195550100001157251720306005","NFE_ACCESS_CODE",
"3PCustomerSales","280076573740201","SUCCESSFUL","52230339677746000170550020000335291386620750","NFE_ACCESS_CODE",
"3PCustomerSales","280434121385201","SUCCESSFUL","35230367508572000157550030000015161377709490","NFE_ACCESS_CODE",
"3PCustomerSales","280447109061201","SUCCESSFUL","35230336670808000123550040000854661383842686","NFE_ACCESS_CODE",
"3PCustomerSales","280444713486201","SUCCESSFUL","35230322317436000141550010000201131377084954","NFE_ACCESS_CODE",
"3PCustomerSales","280139175505201","SUCCESSFUL","52230339677746000170550020000334641379205950","NFE_ACCESS_CODE",
"3PCustomerSales","280313193648201","SUCCESSFUL","35230367508572000157550030000015141362689257","NFE_ACCESS_CODE",
"3PCustomerSales","280069899449201","SUCCESSFUL","52230339677746000170550020000335311386626714","NFE_ACCESS_CODE",
"3PCustomerSales","280326516517201","SUCCESSFUL","35230316543288000180550010000266181331092634","NFE_ACCESS_CODE",
"3PCustomerSales","280131229230201","SUCCESSFUL","52230339677746000170550020000334961379364474","NFE_ACCESS_CODE",
"3PCustomerSales","280190299812201","SUCCESSFUL","52230339677746000170550020000334451379039280","NFE_ACCESS_CODE",
"3PCustomerSales","280072703081201","SUCCESSFUL","52230339677746000170550020000335251386610071","NFE_ACCESS_CODE",
"3PCustomerSales","280098789180201","SUCCESSFUL","52230339677746000170550020000335301386623262","NFE_ACCESS_CODE",
"3PCustomerSales","280076806276201","SUCCESSFUL","52230339677746000170550020000335331386632077","NFE_ACCESS_CODE",
"3PCustomerSales","280113601944201","SUCCESSFUL","52230339677746000170550020000334941379362205","NFE_ACCESS_CODE",
"3PCustomerSales","280161753034201","SUCCESSFUL","52230339677746000170550020000335341386635740","NFE_ACCESS_CODE",
"3PCustomerSales","280116635741201","SUCCESSFUL","52230339677746000170550020000335361386643887","NFE_ACCESS_CODE",
"3PCustomerSales","280073035270201","SUCCESSFUL","52230339677746000170550020000335321386629621","NFE_ACCESS_CODE",
"3PCustomerSales","280098825819201","SUCCESSFUL","52230339677746000170550020000335351386639009","NFE_ACCESS_CODE",
"3PCustomerSales","280187852271201","SUCCESSFUL","52230339677746000170550020000334461379042076","NFE_ACCESS_CODE",
"3PCustomerSales","280421252175201","SUCCESSFUL","29230323525440000168550010000053591368335815","NFE_ACCESS_CODE",
"3PCustomerSales","280118162682201","SUCCESSFUL","52230339677746000170550020000334871379347570","NFE_ACCESS_CODE",
"3PCustomerSales","280171130182201","SUCCESSFUL","52230339677746000170550020000334691379215900","NFE_ACCESS_CODE",
"3PCustomerSales","280110455013201","SUCCESSFUL","52230339677746000170550020000335211386597521","NFE_ACCESS_CODE",
"3PCustomerSales","280131295758201","SUCCESSFUL","52230339677746000170550020000334811379335064","NFE_ACCESS_CODE",
"3PCustomerSales","280087948272201","SUCCESSFUL","52230339677746000170550020000335281386617779","NFE_ACCESS_CODE",
"3PCustomerSales","280392720649201","SUCCESSFUL","29230323525440000168550010000053541355121483","NFE_ACCESS_CODE",
"3PCustomerSales","280083035187201","SUCCESSFUL","52230339677746000170550020000335371386647421","NFE_ACCESS_CODE",
"3PCustomerSales","280432551770201","SUCCESSFUL","29230323525440000168550010000053601375395187","NFE_ACCESS_CODE",
"3PCustomerSales","280448590221201","SUCCESSFUL","35230336670808000123550040000854491379233661","NFE_ACCESS_CODE",
"3PCustomerSales","280430878163201","SUCCESSFUL","35230322317436000141550010000201081370938923","NFE_ACCESS_CODE",
"3PCustomerSales","280413438299201","SUCCESSFUL","29230344301937000172550010000031581356732322","NFE_ACCESS_CODE",
"3PCustomerSales","280437087925201","SUCCESSFUL","31230336548165000140550010000145421374042148","NFE_ACCESS_CODE",
"3PCustomerSales","280379168115201","SUCCESSFUL","31230343890574000195550010000011841354132333","NFE_ACCESS_CODE",
"3PCustomerSales","280435703815201","SUCCESSFUL","31230332103818000126550010000073231376431266","NFE_ACCESS_CODE",
"3PCustomerSales","280121841084201","SUCCESSFUL","52230339677746000170550020000334801379333765","NFE_ACCESS_CODE",
"3PCustomerSales","280429344176201","SUCCESSFUL","35230322317436000141550010000201041368339164","NFE_ACCESS_CODE",
"3PCustomerSales","280324839009201","SUCCESSFUL","35230316543288000180550010000266201335437863","NFE_ACCESS_CODE",
"3PCustomerSales","280177514923201","SUCCESSFUL","52230339677746000170550020000334731379223906","NFE_ACCESS_CODE",
"3PCustomerSales","280127013394201","SUCCESSFUL","52230339677746000170550020000335391386653655","NFE_ACCESS_CODE",
"3PCustomerSales","280115610041201","SUCCESSFUL","52230339677746000170550020000335401386655942","NFE_ACCESS_CODE",
"3PCustomerSales","280380659903201","SUCCESSFUL","31230329537195000195550100001157511992436081","NFE_ACCESS_CODE",
"3PCustomerSales","280436597577201","SUCCESSFUL","31230333145330000124550010000137311373044346","NFE_ACCESS_CODE",
"3PCustomerSales","280134862872201","SUCCESSFUL","52230339677746000170550020000334511379183044","NFE_ACCESS_CODE",
"3PCustomerSales","280388709725201","SUCCESSFUL","31230329537195000195550100001157741243800460","NFE_ACCESS_CODE",
"3PCustomerSales","280082560465201","SUCCESSFUL","52230339677746000170550020000335411386658434","NFE_ACCESS_CODE",
"3PCustomerSales","280438455095201","SUCCESSFUL","41230324068010000127550010000976591385449220","NFE_ACCESS_CODE",
"3PCustomerSales","280398758829201","SUCCESSFUL","35230322317436000141550010000200971355049352","NFE_ACCESS_CODE",
"3PCustomerSales","280338974220201","SUCCESSFUL","31230329537195000195550100001158171108961883","NFE_ACCESS_CODE",
"3PCustomerSales","280065133172201","SUCCESSFUL","52230339677746000170550020000335431386663300","NFE_ACCESS_CODE",
"3PCustomerSales","280097483490201","SUCCESSFUL","52230339677746000170550020000335441386665270","NFE_ACCESS_CODE",
"3PCustomerSales","280117406055201","SUCCESSFUL","52230339677746000170550020000335021379373634","NFE_ACCESS_CODE",
"3PCustomerSales","280076232936201","SUCCESSFUL","52230339677746000170550020000335421386660967","NFE_ACCESS_CODE",
"3PCustomerSales","280094020876201","SUCCESSFUL","52230339677746000170550020000335381386650667","NFE_ACCESS_CODE",
"3PCustomerSales","280444121301201","SUCCESSFUL","35230332579066000174550010000077391376434465","NFE_ACCESS_CODE",
"3PCustomerSales","280382255770201","SUCCESSFUL","31230329537195000195550100001157691172521849","NFE_ACCESS_CODE",
"3PCustomerSales","280133019146201","SUCCESSFUL","52230339677746000170550020000334771379225320","NFE_ACCESS_CODE",
"3PCustomerSales","280154672440201","SUCCESSFUL","52230339677746000170550020000335451386667459","NFE_ACCESS_CODE",
"3PCustomerSales","280117041223201","SUCCESSFUL","52230339677746000170550020000334981379367303","NFE_ACCESS_CODE",
"3PCustomerSales","280425663550201","SUCCESSFUL","29230344301937000172550010000031591358295806","NFE_ACCESS_CODE",
"3PCustomerSales","280118576432201","SUCCESSFUL","52230339677746000170550020000334831379338696","NFE_ACCESS_CODE",
"3PCustomerSales","280420735666201","SUCCESSFUL","31230329537195000195550100001157921700619671","NFE_ACCESS_CODE",
"3PCustomerSales","280440329011201","SUCCESSFUL","31230336548165000140550010000145431375542290","NFE_ACCESS_CODE",
"3PCustomerSales","280090540520201","SUCCESSFUL","52230339677746000170550020000335471386672767","NFE_ACCESS_CODE",
"3PCustomerSales","280431130258201","SUCCESSFUL","31230336548165000140550010000145331370938768","NFE_ACCESS_CODE",
"3PCustomerSales","280124168855201","SUCCESSFUL","52230339677746000170550020000334841379340221","NFE_ACCESS_CODE",
"3PCustomerSales","280136503229201","SUCCESSFUL","52230339677746000170550020000334671379212109","NFE_ACCESS_CODE",
"3PCustomerSales","280165384445201","SUCCESSFUL","52230339677746000170550020000335481386675119","NFE_ACCESS_CODE",
"3PCustomerSales","280118835241201","SUCCESSFUL","52230339677746000170550020000335461386670139","NFE_ACCESS_CODE",
"3PCustomerSales","280341494002201","SUCCESSFUL","31230329537195000195550100001156981910792645","NFE_ACCESS_CODE",
"3PCustomerSales","280355164802201","SUCCESSFUL","31230329537195000195550100001157341730212681","NFE_ACCESS_CODE",
"3PCustomerSales","280411953872201","SUCCESSFUL","31230329537195000195550100001158261433059939","NFE_ACCESS_CODE",
"3PCustomerSales","280079492327201","SUCCESSFUL","52230339677746000170550020000335511386683575","NFE_ACCESS_CODE",
"3PCustomerSales","280383172647201","SUCCESSFUL","35230332649860000147550030003000081352920575","NFE_ACCESS_CODE",
"3PCustomerSales","280451063436201","SUCCESSFUL","31230329537195000195550100001158591105485681","NFE_ACCESS_CODE",
"3PCustomerSales","280082676040201","SUCCESSFUL","52230339677746000170550020000335521386686180","NFE_ACCESS_CODE",
"3PCustomerSales","280455207428201","SUCCESSFUL","31230329537195000195550100001158491568897562","NFE_ACCESS_CODE",
"3PCustomerSales","280122482534201","SUCCESSFUL","52230339677746000170550020000335491386677615","NFE_ACCESS_CODE",
"3PCustomerSales","280170884511201","SUCCESSFUL","52230339677746000170550020000334661379209666","NFE_ACCESS_CODE",
"3PCustomerSales","280118518600201","SUCCESSFUL","52230339677746000170550020000334861379345201","NFE_ACCESS_CODE",
"3PCustomerSales","280179765760201","SUCCESSFUL","52230339677746000170550020000334741379224519","NFE_ACCESS_CODE",
"3PCustomerSales","280061155952201","SUCCESSFUL","35230316543288000180550010000265761229551984","NFE_ACCESS_CODE",
"3PCustomerSales","280112380780201","SUCCESSFUL","52230339677746000170550020000335501386681320","NFE_ACCESS_CODE",
"3PCustomerSales","280449803079201","SUCCESSFUL","31230329537195000195550100001158331760310108","NFE_ACCESS_CODE",
"3PCustomerSales","280446478323201","SUCCESSFUL","35230336670808000123550040000854571381351554","NFE_ACCESS_CODE",
"3PCustomerSales","280325520460201","SUCCESSFUL","35230316543288000180550010000266191331863387","NFE_ACCESS_CODE",
"3PCustomerSales","280430979404201","SUCCESSFUL","35230322317436000141550010000201071370250584","NFE_ACCESS_CODE",
"3PCustomerSales","280161602946201","SUCCESSFUL","52230339677746000170550020000335541386691642","NFE_ACCESS_CODE",
"3PCustomerSales","280377795202201","SUCCESSFUL","31230329537195000195550100001157661328287382","NFE_ACCESS_CODE",
"3PCustomerSales","280097761987201","SUCCESSFUL","52230339677746000170550020000335531386688733","NFE_ACCESS_CODE",
"3PCustomerSales","280095629129201","SUCCESSFUL","52230339677746000170550020000335551386694770","NFE_ACCESS_CODE",
"3PCustomerSales","280366587739201","SUCCESSFUL","31230329537195000195550100001157471666316688","NFE_ACCESS_CODE",
"3PCustomerSales","280395583310201","SUCCESSFUL","29230339719121000123550020000291311354938659","NFE_ACCESS_CODE",
"3PCustomerSales","280161133256201","SUCCESSFUL","52230339677746000170550020000335561386697521","NFE_ACCESS_CODE",
"3PCustomerSales","280128222807201","SUCCESSFUL","52230339677746000170550020000334911379355363","NFE_ACCESS_CODE",
"3PCustomerSales","280445069363201","SUCCESSFUL","35230336670808000123550040000854451378953718","NFE_ACCESS_CODE",
"3PCustomerSales","280432444647201","SUCCESSFUL","35230322317436000141550010000201111375542802","NFE_ACCESS_CODE",
"3PCustomerSales","280440895349201","SUCCESSFUL","35230322317436000141550010000201141378285780","NFE_ACCESS_CODE",
"3PCustomerSales","280381905769201","SUCCESSFUL","35230367508572000157550030000015081362650124","NFE_ACCESS_CODE",
"3PCustomerSales","280436710350201","SUCCESSFUL","42230329094727000167550010000213291379070639","NFE_ACCESS_CODE",
"3PCustomerSales","280073308766201","SUCCESSFUL","52230339677746000170550020000335581386702953","NFE_ACCESS_CODE",
"3PCustomerSales","280120453864201","SUCCESSFUL","52230339677746000170550020000334891379352072","NFE_ACCESS_CODE",
"3PCustomerSales","280426992136201","SUCCESSFUL","29230339719121000123550020000291361362235102","NFE_ACCESS_CODE",
"3PCustomerSales","280435430630201","SUCCESSFUL","31230329537195000195550100001158291282865860","NFE_ACCESS_CODE",
"3PCustomerSales","280423327630201","SUCCESSFUL","31230329537195000195550100001157831346522208","NFE_ACCESS_CODE",
"3PCustomerSales","280108739370201","SUCCESSFUL","52230339677746000170550020000335601386707066","NFE_ACCESS_CODE",
"3PCustomerSales","280428048489201","SUCCESSFUL","35230322317436000141550010000201061369402336","NFE_ACCESS_CODE",
"3PCustomerSales","280349495938201","SUCCESSFUL","31230329537195000195550100001157071580776367","NFE_ACCESS_CODE",
"3PCustomerSales","280084334261201","SUCCESSFUL","52230339677746000170550020000335591386704961","NFE_ACCESS_CODE",
"3PCustomerSales","280161539337201","SUCCESSFUL","52230339677746000170550020000335571386700279","NFE_ACCESS_CODE",
"3PCustomerSales","280102574640201","SUCCESSFUL","52230339677746000170550020000335611386709546","NFE_ACCESS_CODE",
"3PCustomerSales","280425020997201","SUCCESSFUL","35230332649860000147550030003000171357455217","NFE_ACCESS_CODE",
"3PCustomerSales","280456491931201","SUCCESSFUL","31230329537195000195550100001158481351538598","NFE_ACCESS_CODE",
"3PCustomerSales","280446214066201","SUCCESSFUL","35230329082588000151550010001457151422667534","NFE_ACCESS_CODE",
"3PCustomerSales","280177848059201","SUCCESSFUL","52230339677746000170550020000334751379224923","NFE_ACCESS_CODE",
"3PCustomerSales","280069965453201","SUCCESSFUL","52230339677746000170550020000335631386715656","NFE_ACCESS_CODE",
"3PCustomerSales","280089852619201","SUCCESSFUL","52230339677746000170550020000335651386720409","NFE_ACCESS_CODE",
"3PCustomerSales","280103661349201","SUCCESSFUL","52230339677746000170550020000335641386718610","NFE_ACCESS_CODE",
"3PCustomerSales","280089575160201","SUCCESSFUL","52230339677746000170550020000335621386712366","NFE_ACCESS_CODE",
"3PCustomerSales","280130885598201","SUCCESSFUL","52230339677746000170550020000335661386722689","NFE_ACCESS_CODE",
"3PCustomerSales","280106730077201","SUCCESSFUL","52230339677746000170550020000335681386727715","NFE_ACCESS_CODE",
"3PCustomerSales","280128764583201","SUCCESSFUL","52230339677746000170550020000334851379342442","NFE_ACCESS_CODE",
"3PCustomerSales","280341072861201","SUCCESSFUL","35230316543288000180550010000266211336819392","NFE_ACCESS_CODE",
"3PCustomerSales","280105307565201","SUCCESSFUL","52230339677746000170550020000335671386725847","NFE_ACCESS_CODE",
"3PCustomerSales","280430165084201","SUCCESSFUL","35230332649860000147550030003000191364776257","NFE_ACCESS_CODE",
"3PCustomerSales","280377915044201","SUCCESSFUL","31230329537195000195550100001157571629952068","NFE_ACCESS_CODE",
"3PCustomerSales","280181422578201","SUCCESSFUL","52230339677746000170550020000334491379048505","NFE_ACCESS_CODE",
"3PCustomerSales","280175827820201","SUCCESSFUL","52230339677746000170550020000334591379196713","NFE_ACCESS_CODE",
"3PCustomerSales","280303791466201","SUCCESSFUL","35230342184495000104550010000250481413709760","NFE_ACCESS_CODE",
"3PCustomerSales","280184727300201","SUCCESSFUL","52230339677746000170550020000334481379046831","NFE_ACCESS_CODE",
"3PCustomerSales","280382107600201","SUCCESSFUL","35230332649860000147550030003000141355640260","NFE_ACCESS_CODE",
"3PCustomerSales","280437733014201","SUCCESSFUL","33230331839777000178550010000447051808433740","NFE_ACCESS_CODE",
"3PCustomerSales","280438643659201","SUCCESSFUL","35230336670808000123550040000854431377253696","NFE_ACCESS_CODE",
"3PCustomerSales","280100414755201","SUCCESSFUL","52230339677746000170550020000335691386729928","NFE_ACCESS_CODE",
"3PCustomerSales","280133188527201","SUCCESSFUL","52230339677746000170550020000334551379190465","NFE_ACCESS_CODE",
"3PCustomerSales","280070090747201","SUCCESSFUL","52230339677746000170550020000335701386732229","NFE_ACCESS_CODE",
"3PCustomerSales","280165012787201","SUCCESSFUL","52230339677746000170550020000335711386734016","NFE_ACCESS_CODE",
"3PCustomerSales","280074826704201","SUCCESSFUL","52230339677746000170550020000335721386736652","NFE_ACCESS_CODE",
"3PCustomerSales","280139903157201","SUCCESSFUL","52230339677746000170550020000334541379188153","NFE_ACCESS_CODE",
"3PCustomerSales","280172856493201","SUCCESSFUL","52230339677746000170550020000334681379214303","NFE_ACCESS_CODE",
"3PCustomerSales","280327606023201","SUCCESSFUL","35230367508572000157550030000015121362674476","NFE_ACCESS_CODE",
"3PCustomerSales","280151387742201","SUCCESSFUL","52230339677746000170550020000334581379195116","NFE_ACCESS_CODE",
"3PCustomerSales","280368502723201","SUCCESSFUL","31230329537195000195550100001157441286334933","NFE_ACCESS_CODE",
"3PCustomerSales","280432172277201","SUCCESSFUL","35230340365844000150550010000025721374010676","NFE_ACCESS_CODE",
"3PCustomerSales","280430548221201","SUCCESSFUL","29230339719121000123550020000291471364808464","NFE_ACCESS_CODE",
"3PCustomerSales","280092147163201","SUCCESSFUL","52230339677746000170550020000335731386740010","NFE_ACCESS_CODE",
"3PCustomerSales","280400500780201","SUCCESSFUL","29230339719121000123550020000291321355467630","NFE_ACCESS_CODE",
"3PCustomerSales","280101655428201","SUCCESSFUL","52230339677746000170550020000335741386742312","NFE_ACCESS_CODE",
"3PCustomerSales","280427559545201","SUCCESSFUL","42230324391676000111550010000300711366066964","NFE_ACCESS_CODE",
"3PCustomerSales","280427878416201","SUCCESSFUL","35230322317436000141550010000201051368339285","NFE_ACCESS_CODE",
"3PCustomerSales","280424988847201","SUCCESSFUL","35230332649860000147550030003000181359784827","NFE_ACCESS_CODE",
"3PCustomerSales","280169947684201","SUCCESSFUL","52230339677746000170550020000334701379218145","NFE_ACCESS_CODE",
"3PCustomerSales","280101121147201","SUCCESSFUL","52230339677746000170550020000335771386749432","NFE_ACCESS_CODE",
"3PCustomerSales","280434281806201","SUCCESSFUL","31230329537195000195550100001158221148604313","NFE_ACCESS_CODE",
"3PCustomerSales","280439137904201","SUCCESSFUL","35230336670808000123550040000854531379342706","NFE_ACCESS_CODE",
"3PCustomerSales","280134993752201","SUCCESSFUL","52230339677746000170550020000334821379336807","NFE_ACCESS_CODE",
"3PCustomerSales","280166090103201","SUCCESSFUL","52230339677746000170550020000334531379186692","NFE_ACCESS_CODE",
"3PCustomerSales","280171902325201","SUCCESSFUL","52230339677746000170550020000334561379191930","NFE_ACCESS_CODE",
"3PCustomerSales","280431381623201","SUCCESSFUL","29230339719121000123550020000291481369403117","NFE_ACCESS_CODE",
"3PCustomerSales","280445069362201","SUCCESSFUL","35230336670808000123550040000854461378953774","NFE_ACCESS_CODE",
"3PCustomerSales","280434033675201","SUCCESSFUL","41230307907981000102550030001088641379091879","NFE_ACCESS_CODE",
"3PCustomerSales","280076573741201","SUCCESSFUL","52230339677746000170550020000335791386754260","NFE_ACCESS_CODE",
"3PCustomerSales","280112149021201","SUCCESSFUL","52230339677746000170550020000335051379380039","NFE_ACCESS_CODE",
"3PCustomerSales","280082690417201","SUCCESSFUL","52230339677746000170550020000335751386744827","NFE_ACCESS_CODE",
"3PCustomerSales","280092220307201","SUCCESSFUL","52230339677746000170550020000335761386747238","NFE_ACCESS_CODE",
"3PCustomerSales","280374545298201","SUCCESSFUL","31230329537195000195550100001157561757545603","NFE_ACCESS_CODE",
"3PCustomerSales","280419458712201","SUCCESSFUL","29230339719121000123550020000291331357832422","NFE_ACCESS_CODE",
"3PCustomerSales","280106575479201","SUCCESSFUL","52230339677746000170550020000335781386752031","NFE_ACCESS_CODE",
"3PCustomerSales","280431981397201","SUCCESSFUL","31230336548165000140550010000145401373011660","NFE_ACCESS_CODE",
"3PCustomerSales","280430799990201","SUCCESSFUL","41230307907981000102550030001088631379091073","NFE_ACCESS_CODE",
"3PCustomerSales","280433760051201","SUCCESSFUL","31230329537195000195550100001158021889144112","NFE_ACCESS_CODE",
